"Company Id"|"Domain"|"Short Name"|"Keywords"|"Description Facebook"|"Descritption HTML Meta Tag"|"Description About Page Extracted"|"Country"|"State"|"City"|"Employee Count"|"Revenue"|"Funding"|"CEO"|"Founded Year"|"Industry"|"Competitor Ids"
"101764"|"moodle.org"|"Moodle"|"moodle;Moodle   Open source learning platform   Moodle.org;"|||"Powering tens of thousands of learning environments globally, Moodle is trusted by institutions and organisations large and small, including Shell, London School of Economics, State University of New York, Microsoft and the Open University. Moodle s worldwide numbers of more than 65 million users across both academic and enterprise level usage makes it the world s most widely used learning platfor"|||||||"Martin Dougiamas; "|"01/2000"|"software internet and computer services"|"100253;101762;1829783;"
"101768"|"d2l.com"|"Desire2Learn"|||"At D2L, we believe the future is bright. Find out more technology we're creating that's transforming the way the world learns.."||"canada"|"ontario"|"kitchener"|"735"|"74000000"|"165000000"|"John Baker; "|"1999"|"travel recreation and leisure"|"101762;100261;213387;"
"101785"|"familytreedna.com"|"Family Tree DNA"||||"Mike Hammer is FTDNA's Chief Scientist, and member of the Scientific Advisory Board.A Biotechnology Research Scientist at the University of Arizona with appointments in the Department of Anthropology and the Department of Ecology and Evolutionary Biology, as well as Director of the Genomic Analysis and Technology Core facility, Dr. Hammer received his PhD in Genetics from the University of Califor"|"united states"|"texas"|"houston"||||"Bennett Greenspan; "||"consumer services"|"100222;100224;100227;"
"101792"|"thesearchagency.com"|"The Search Agency"|"SEM Agency;search;search engine marketing firm;optimizati;search engine;search engine optimization;search engine marketing;"||"Get your FREE online marketing audit from The Search Agency. Find out how your business is performing online   contact The Search Agency.."|"In 2002, The Search Agency was established to fill a visible gap in the online advertising space. With search engine advertising in its infancy, the agency s primary purpose was to help marketers address the disruptive impact of search engines on the interaction between buyers and sellers.   Ten years later, we have become one of the largest and fastest growing integrated online marketing firms wi"|"united states"|"california"|"los angeles"||||"David M. Hughes; Matt Kain; "||"professional services"|"1383072;"
"101794"|"didit.com"|"Didit"|||"Award winning New York digital marketing agency specializing in online, internet, SEO, PPC, PR, Social Media, and related disciplines. An INC 500 company.."||"United States"|"NY"|"Mineola"||||"Kevin  Lee; "||"software internet and computer services"|"100269;100174;126320;"
"101796"|"marinsoftware.com"|"Marin Software"|"pay per click optimization;marin software;pay per click ppc;ppc bid management;ppc software;paid search software;sem;search engine marketing;sem software;"||"Optimize your Search, Social   Display ads across channels and devices. Marin Software, the leading cross channel performance advertising platform.."|"With Marin Software you don t have to reengineer your business. Marin works seamlessly with your tracking, analytics, data, and eCommerce systems, allowing you to continue leveraging existing infrastructure. Our intuitive interface, coupled with contextual help and video training, helps make adoption easy and ensures user success.Creating efficiencies for online marketers requires a workflow that "|"united states"|"california"|"san francisco"|"511"|"108530000"|"195200000"|"David A. Yovanno; "||"software internet and computer services"|"115594;101043;100651;109499;"
"101798"|"360is.com"|"Three Sixty"||||"a specialist consultancy company focused on technology infrastructure. We deliver high risk, high return, projects that transform our client's business critical systems. We have 3 practice areas, Performance, Security, and Virtualisation. We offer a deep repository of prior experience and repeatable intellectual property.working to help London's early stage technology companies get to market soone"|"uk"|"cambs"|"sawston"|"10"|"1000000"||"Robert Gilson; "|"06/2002"|"banking financial services and insurance"|
"101800"|"performics.com"|"Performics"|"Search;Local;Chicago;SEO;Global;Paid Search;Performance Marketing Agency;"||"Performics is the leading provider of performance marketing services and technological solutions in the SEM industry. Discover more about our Paid Search, SEO and Social   Display Marketing practices.."|"Performics EMEA is the award winning regional centre for Performics, a global performance marketing agency with offices in 32 countries across the world. Based in our London office, our team of digital specialists is dedicated to delivering maximum ROI to international advertisers. Founded in 1998 in Chicago, Performics has a track record of innovation, and was awarded Best Agency at the European "|"united states"|"mi"|"troy"|||||"1998"|"professional services"|"132696;"
"101812"|"youtube.com"|"YouTube"|"free;camera phone;sharing;video phone;upload;video;"||"Share your videos with friends, family, and the world."|"Founded in February 2005, YouTube allows billions of people to discover, watch and share originally created videos. YouTube provides a forum for people to connect, inform, and inspire others across the globe and acts as a distribution platform for original content creators and advertisers large and small.We've put together a step by step guide to get you started on YouTube.Read up on our guideline"|"united states"|"ca"|"mountain view"|"1051"|"3750000000"|"8000000"|"Susan Wojcicki; "|"02/2005"|"software internet and computer services"|"118053;103027;103018;101887;143372;177338;219561;225244;"
"101816"|"podaddies.com"|"Podaddies"||||"Podaddies is the leading video advertising solution for online and mobile video publishers, online game companies and app developers   supported by our very own video ad network. Podaddies' proprietary, standards based, innovative and flexible advertising platform allows marketers to reach a targeted audience, wherever they are.Mission  To deliver the highest quality, targeted and measurable in st"|"united states"|"california"|"san francisco"|||"1000000"|"Jim Papp; "||"software internet and computer services"|"115618;115628;100289;"
"101822"|"killerstartups.com"|"KillerStartups"||||"It doesn t take a lot to realize that around the world, young entrepreneurs have started talking compulsively about creating  the next big thing . In New York, San Francisco and the world over, investors are having lunches just talking about it.Something is clear  entrepreneurs want to hit it big with  the next big thing  and investors want to finance it.KillerStartups.com aims to help them both b"|"canada"|"on"|"toronto"|"10"|"10000000"||"Gonzalo Arzuaga; "|||"259996;"
"101824"|"overlay.tv"|"Overlay TV"|"clickable video;we make video click;overlay tv;"|||"As CTO, Tyler is responsible for the technical vision and direction of Overlay.TV, but is just as visionary when it comes to the creative aspects as well. Tyler, whose wife was responsible for planting the original seed for Overlay.TV, is always thinking about how to improve existing technologies and make them more user friendly.Prior to Overlay.TV, Tyler was a founding partner at CleanCode and th"|||||||||"media and entertainment"|
"101826"|"ooyala.com"|"Ooyala"|||"Ooyala goes beyond traditional online video platforms, offering best of breed online video analytics and monetization solutions that boost revenues from video."|"Under Jay Fulcher s leadership, Ooyala has become the industry s fastest growing video technology company. Jay oversees all aspects of Ooyala s strategy and operations, with a special focus on growing Ooyala s business around the world. He was previously CEO of Agile Software  acquired by Oracle  and served in executive roles at SAP and PeopleSoft.The companies that really matter, the companies I'"|"united states"|"ca"|"mountain view"|"467"|"46000000"|"119800000"|"Jay Fulcher; "|"2007"|"professional services"|"100106;100083;108498;"
"101835"|"alfresco.com"|"Alfresco"|||"Alfresco is the open platform for business critical document management software. See why over 7 million business users choose our enterprise conte...."||"united kingdom"|"berkshire"|"maidenhead"|"387"|"111000000"|"62000000"|"Doug Dennerline; "|"11/2005"|"software internet and computer services"|"122259;142641;102139;120082;"
"101836"|"edutech.com"|"Edutech"|"Assessment;STEM Club;Edutech;Robotics Lab;STEM Education;Mobile Learning;sensor;Curriculum content;Mechatronics;Learning Management System;RFID system;architecture consulting;VEX IQ;Robotics;mobile library;Aviation Lab;custom development;Engineering Lab;Chemical Engieering Lab;integration service;Pilotplant;LEGO Education;Simulation Training;Student Response System;Energy Training;Electrical Engineering Lab;Smartboard;Smart Classroom;RFID;LMS;Assessment Service;Online Assessment;robotic book scanner;ipad;Digital Library Content;Oil   Gas offering;Science Lab;ebook;Civil Engineering Lab;Consulting Services;digital asset management;discovery tools;STEM Lab;Physics Lab;Learning Solution;Testing   Assessment;VEX EDR;ejournal;database;electronic resource management;Computer Lab;VEX Robotics;Digital Learning;Lecture Capture;Language Learning;Food Technology;Virtual Collaboration;implementation service;Library Technologies;Electronics and Communication Engineering;Information Resources;"|||"Edutech is a leading provider of education solutions. We enable academic institutions and corporate organizations to improve performance by facilitating 'knowledge enrichment and skills enhancement'.As  learning specialists , we assist companies, academic institutions and governments to create an environment that fosters a community of continuous learning and improvement.Established in 1991, Edute"|"United Arab Emirates"|"dubai"|"Dubai"|"10"|"20000000"||"Shameema Parveen; "|"1991"||
"101856"|"cpcstrategy.com"|"CPC Strategy"|||"We Drive Conversions by Matching Retail Inventory With Consumer Search Intent. Offering a focused suite of retail advertising services, CPC Strategy is an elite Retail Search agency that specializes in driving performance growth on the channels that most directly impact a retailer s digital bottom line.."|"We Leverage the Tactics   Strategies of the Biggest Names in Retail and Evolve them to Suit Your Unique Business.We re on the front lines of the latest developments in Retail Search.We hone our Retail Search expertise through the application of a rigorous testing framework that quickly identifies and iterates the best practices on the channels we manage.Introducing the CAPx Retail Search PlatformC"|"united states"|"california"|"san diego"||||"Rick  Backus; "||"software internet and computer services"|"100293;100290;100291;"
"101863"|"bazaarvoice.com"|"Bazaarvoice"|||"Bazaarvoice connects brands, retailers and consumers in the world's largest shopper network, delivering ROI through reviews, analytics and targeted media.."|"Welcome to the Bazaarvoice network.Bazaarvoice is a network that connects brands and retailers to the authentic voices of people where they shop.Each month, more than 700 million people view and share authentic opinions, questions and experiences about tens of millions of products in the Bazaarvoice network.Our technology platform amplifies these voices into the places that influence purchase deci"|"united states"|"texas"|"austin"|"826"|"198619000"|"129700000"|"Gene Austin; "||"software internet and computer services"|"100296;2549836;231847;"
"101864"|"bhphotovideo.com"|"B H"|"Camera Accessories;Home Theater;TV's;Camcorders;Apple iPods;DVD Players;Digital Cameras;"||"Shop Digital Cameras, 35MM Camera Equipment, Photography, Photo Printers,  Computers, Home Theater, Authorized Dealer Canon, Sony, Nikon, Apple, Olympus, Panasonic, Kodak, JBL."|"B H would like to thank you, our valued customers, who have supported us and helped establish us over the past four decades.We are truly grateful to you for recognizing us as  The Professional's Source .The husband and wife partners  'B. and H.' , opened their original namesake shop with one employee, in lower Manhattan, in 1973. They sold film, cameras, and processing materials. What started out "|"united states"|"ny"|"new york"||||"Sam  Goldstein; "||"professional services"|"122346;100298;240438;"
"101866"|"buysafe.com"|"BuySafe"|"surety company;surety bond;conversion;report a problem transaction;about buySAFE;Smart Buyers Club;Travelers;bond;ID theft protection;safe online shopping;ACE;safe online transaction;seal;seller solutions;buyer benefits;guarantee;Liberty Mutual;3 in 1 guarantee;"||"A comprehensive consumer confidence program for online retailers. Increase customer satisfaction. Convert more shoppers to buyers. Build buyer loyalty. Expand profitability.."|"programs are used by thousands of online merchants to increase conversion and customer satisfaction. buySAFE Guaranteed has been proven to address the three primary concerns of online shoppers which results in increased confidence for the shopper and increased sales for the merchant. A buySAFE Guaranteed purchase includes ID Theft Protection, a Purchase Guarantee and a same store Lowest Price Guar"|"United States"|"VA"|"Arlington"|||"13300000"|"Jeffrey E. Grass; "|"01/2003"|"software internet and computer services"|"124291;"
"101867"|"vendaria.com"|"Vendaria Media"|"B2B selling tools;Guided Selling;conversion;Content syndication;Product Information Page bullet augmentation;PIPs;In store kiosk;Search engine optimization;Content augmentation;Marketing bullet augmentation;Product Merchandising;Custom content;Increase average order value;Mobile Finder;Product Selector;Online merchandising;Product level merchandising;Custom product descriptions;Usability Testing;Product Finder;Product Tour;Category level merchandising;Faceted navigation;Original custom content;Guided selling solutions;Interactive product demo;Kiosk;Agile Usability Testing;Mobile Product Finder;Increase online sales;Content merchandising;eMerchandising;Mobile Selector;Product discovery;Interactive product tour;Improve search engine optimization;Reduce product returns;Product Information Pages;Vendaria;Product Configurator;Overview Video;Mobile Product Selector;Mobile Video;Product Demo;Mobile Demo;Guided sales presentations;Improve organic search results;Increase dwell time;Selector;Product Video;Subcategory level merchandising;"||"Helping shoppers find the right products based on their individual preferences   by creating Guided Selling solutions for Internet 500 retailers   leading manufacturers that sell online, in store, and across mobile and social platforms.."||"united states"|"wa"|"seattle"|||"7400000"|"Jennifer Hurshell; "||"professional services"|"125647;166935;130367;"
"101870"|"shopping.com"|"Shopping"|"store reviews;merchant reviews;store ratings;product reviews;compare prices;price comparison;online shopping;"||"Shopping.com is a leading price comparison site that allows you shop online for the best deals and lowest prices. You can read unbiased product reviews and compare prices online. Online shopping has never been as easy ."|"Sind Sie Online H ndler  Nehmen Sie am H ndlerprogramm von eBay Commerce Network teil.La mission de Shopping.com France est de faire gagner du temps et de l argent aux consommateurs en facilitant leurs achats en ligne. Face   un Web marchand tr s d velopp , les consommateurs d aujourd hui r clament des comparateurs de prix pratiques, qui les am nent directement et simplement au produit qu ils rech"|"united states"|"ca"|"brisbane"||||"Gautam Thakar; "||"software internet and computer services"|"124208;100563;100300;"
"101872"|"lg.com"|"LG Electronics"|"LG usa;consumer electronics;LG;electronics;LG electronics;"||"Make life good. LG electronics, appliances and mobile devices feature innovative technology and sleek designs to suit your life and your style.."|"LG Electronics' 'Jeong do Management' embodies our high ethical standards and doing business in a transparent and honest manner. Jeong do Management    is LG's unique application of ethics. LG will succeed through fair management practices and constantly developing our business skills.It is the intention of LG, as set forth in the management charter, to spread the management philosophies of  creat"|"korea, republic of"|"n/a"|"seoul"|"82000"|"54680000000"|"748800000"|"Bon-Joon Koo; "|"06/1958"|"technology hardware and equipment"|"127825;130786;124229;135137;183324;111436;149471;493581;100978;468268;149182;130904;"
"101873"|"fox.com"|"FOX Broadcasting"|||"Full Episodes, Clips and the latest information about all of your favorite FOX shows.."||"united states"|"ca"|"beverly hills"||||"Peter Rice; "||"media and entertainment"|"111692;135746;135154;"
"101879"|"eonline.com"|"E  Entertainment Television"|||"Your source for entertainment news, celebrities, celeb news, and celebrity gossip. Check out the hottest fashion, photos, movies and TV shows ."|"Your information may be shared with other NBCUniversal businesses and used to better tailor our services and advertising to you. For more details about how we use your information, see our Privacy Policy . If you are located outside of the U.S., your information may be transferred to, processed and used in the U.S.E  Online is your No.1 destination for all things pop culture.We're one of the faste"||||||||"01/2013"|"media and entertainment"|
"101885"|"zacks.com"|"Zacks"|"investment advice;stock news;stock;stock analysis;stock ratings;stock tips;stocks;investment research;investment;stock market;investing;"||"Zacks is the leading investment research firm focusing on  stock research, analysis and recommendations. Gain free stock research  access to stock picks, stock screeners, stock reports, portfolio trackers  and more.."|"Zacks India is a subsidiary of Zacks Investment Research, Chicago, which is one of the most highly regarded firms in the investment industry. The guiding principle behind our work is that there must be a good reason for brokerage firms to spend billions of dollars a year on stock research. Obviously, these investment experts know something special that may be indicative of the future direction of "|"united states"|"illinois"|"chicago"||||"Len Zacks; "||"banking financial services and insurance"|"122351;"
"101886"|"thebackplane.com"|"Backplane"|||"Join or create your own interest based communities. Get inspired, and feel free talking about what you love with an audience that loves it too.."|"Our mission is to ignite a web of public and private social networks, bringing people together around purpose and passion. The future of social networking doesn t lie in an all encompassing network, but in niche networks with purpose. We envision a web of interconnected social networks, built on a platform that allows the networks themselves to share in the value they create."|"United States"|"CA"|"Palo Alto"|"40"|"0"|"6300000"|"Matt Michelsen; "|"01/2011"|"software internet and computer services"|"229019;142366;103584;"
"101887"|"hulu.com"|"Hulu"|||"Watch TV shows and movies online. Stream episodes of South Park, Empire, SNL, Modern Family and many more hit shows.."||"united states"|"ca"|"santa monica"|"332"|"529000000"|"100000000"|"Mike Hopkins; "|"2007"|"media and entertainment"|"177338;143372;116993;101412;118053;185393;1535417;100651;111436;"
"101897"|"zite.com"|"Zite"||||"We all want to be in touch with the  Zeitgeist    the spirit of our times. We want to know the current events, important ideas and smart opinions that are circulating in our world what s happening and what s interesting. And we want to be challenged with experiences that are new and unexpected.With so much information available online today, it s increasingly difficult and time consuming to find t"|"United States"|"CA"|"San Francisco"|"10"|"1000000"|||"03/2011"|"software internet and computer services"|"100385;149631;100347;"
"101899"|"techmeme.com"|"Techmeme"|||"The essential tech news of the moment. Technology's news site of record. Not for dummies.."|"Techmeme accomplishes this the only way possible  by linking to stories from all around the web. Spotlighting the writings of reporters, commentators, and industry players from across the media and industry landscape provides the only effective means of offering a comprehensive view. And by doing this well, we spare readers the impossible task of monitoring an abundance of news sites, tweets, and "||||"10"|"1000000"||"Gabe   Rivera; "||"media and entertainment"|"100382;105799;100276;"
"101901"|"acmebusinessconsulting.com"|"ACME Business Consulting"|"business solutions;boutique consulting;business consulting;"|||"North Highland is a global consulting firm with a twist. We bring big ideas and challenge the norm. We work with our clients, not at them. We deliver value in a way that others cannot, through our seamlessly integrated offerings. And, we have fun doing it. We hope you are interested in learning more.3333 Piedmont Rd. Suite 1000 Atlanta, GA 30305 P 404.504.7500404.504.7500 F  404.233.4930 info nort"|"united states"|"ma"|"burlington"||||"Chris Adamek; "|||"125089;"
"101902"|"activebiznet.com"|"Active Business Network"||||"Headquartered in Menlo Park, California, ABN is a nationwide leader in telecom invoice automation.ABN helps telecom expense management consultants manage and grow their TEM consulting business better than any other telecom expense management solution.Unlike other TEM application providers, ABN is committed to being solely a reseller of TEM solutions and not providing any consulting services themse"|"united states"|"ne"|"omaha"||||"Andrew  J. Preston; "||"technology hardware and equipment"|"126582;126580;122107;"
"101903"|"cmpg.com"|"CMPG"|"credit union contract negotiations;contract negotiations;credit union performance metrics;bank performance metrics;non interest expense;bank expense reduction;system selections;process improvement;credit union consulting;performance improvement;core processor selection;bank contract negotiations;bank revenue improvement;technology consulting;bank consulting;"||"CMPG is a consulting firm that helps banks and credit unions by providing proven insights into performance and process improvements.."||"united states"|"ohio"|"cincinnati"||||||"professional services"|"108183;"
"101904"|"cprime.com"|"cPrime"|"agile consultant;agile coach;agile coaching companies;agile transformation consulting;agile software tool services;agile training;"||"The Agile transformation consultants. Providing agile coaches, agile training and agile software services for teams and organizations adopting and scaling."|"cPrime brings together solutions to help companies adopt, transform and scale their business with Agile Development methodologies. We focus on the alignment of People, Processes and Technology as a core to build and optimize a lasting framework to build with speed and quality. We provide the people with the skills and expertise to incite fundamental changes in your organization, the expertise, tra"|"united states"|"california"|"foster city"|"70"|"10000000"||"Zubin D. Irani; "|"01/2003"|"professional services"|"100782;119772;119774;"
"101910"|"insightsourcing.com"|"Insight Sourcing Group"|"procurement best practices;contract cost reduction;private equity consulting;supply chain cost reduction;private equity firms;purchasing consultants;contract negotiation;procurement transformation;supply chain outsourcing;supply chain audit;spend analytics;spend management;sourcing;procurement to pay;sourcing best practices;EBITDA improvements;strategic sourcing consulting;vendor management;spend management solutions. procurement improvements;spend analysis;enterprise spend management;procurement savings;strategic sourcing;"||"Insight Sourcing Group is exclusively focused on providing strategic sourcing and procurement related services. The company is made up of alumni of the."|||||"119"|"22000000"||"Tom Beaty; "|"2002"|"professional services"|"101917;123330;120748;"
"101914"|"paystreamadvisors.com"|"PayStream Advisors"|||"PayStream Advisors empowers Finance and Procurement professionals by driving change through software research, consulting, and insightful content.."||"united states"|"nc"|"charlotte"||||||"professional services"|"117863;117859;117857;"
"101917"|"ariba.com"|"Ariba"|||"With Ariba and Ariba Network, trading partners get real time information to make faster, better decisions while collaborating to cut costs and risks.."|"Everything We Do is Designed to Help You Be More Collaborative and Creative in Business CommerceAriba is an SAP company. Every day, we help our customers find opportunities to cut costs, reduce risk, and grow revenue through better collaboration with trading partners. We enable that collaboration through the Ariba Network   a cloud based community where you ll find buying, selling, and managing ca"|"united states"|"ca"|"sunnyvale"|"2432"|"529000000"|"115000000"|"Robert M Calderoni; "|"1996"|"software internet and computer services"|"100294;123756;124830;123350;141988;141524;101910;369786;143857;124008;270232;994150;126630;"
"101923"|"mitratech.com"|"Mitratech"|||"Software solutions for matter management, e Billing and compliance for legal departments. More than 30 years of experience. Contact us today for a demo.."|"SearchImagesYouTubeAccount OptionsSign inProfileProfilePeoplePhotosCollectionsCommunitiesEventsHangoutsSettingsFeedbackRegionPrivacy         Maps TermsStart a hangout"|"United States"|"TX"|"Austin"|"225"|"53000000"|||"1987"|"software internet and computer services"|"124272;263185;127797;130191;123309;1859173;208932;126268;487157;122149;"
"101933"|"provade.com"|"Provade"|||"Provade provides best in class enterprise vendor management software  VMS  for contingent workforce and services procurement management.  Our customers use Provade VMS to manage over  2 billion in spend in 30  countries around the world. ."||"united states"|"fl"|"jacksonville"|||"12500000"|"Hans Bukow; "||"software internet and computer services"|"101917;100460;118845;"
"101935"|"sap.com"|"SAP"||"SAP is the world's leading provider of business software, offering applications and services that enable companies of all sizes across more than 26 industries to become best run businesses.   With more than 100,000 customers in over 120 countries, the company is listed on several exchanges, including the Frankfurt stock exchange and NYSE, under the symbol  SAP. "|"Get software and technology solutions from SAP, the leader in business applications.  Run simple with the best in cloud, analytics, mobile and IT solutions.."|"As the market leader in enterprise application software, SAP is at the center of today   s business and technology revolution. Our innovations enable more than 291,000 customers worldwide to work together more efficiently and use business insight more effectively.SAP helps organizations of all sizes and industries overcome the complexities that plague our businesses, our jobs, and our lives. With "|"Germany"|"baden-wurtenberg"|"Walldorf"|"74406"|"22637470000"||"William R. McDermott; "|"1972"|"software internet and computer services"|"100980;100654;100504;106881;102139;100978;100658;100294;100979;131767;105900;126201;100469;100358;124025;4406661;"
"101941"|"ccpglobal.com"|"CCP Global"|||"CCP, a consulting leader since 1997, offers best of class and comprehensive Spend Management Solutions, Enterprise Resource Planning Solutions, and digital marketing technology and implementation expertise.."|"CCP Global is a leader in delivering technology solutions to enterprise. We deliver cost reduction and business development strategies by leveraging our expert teams, our strategic partnerships, and by deploying best in class technologies. Since 1997, CCP Global, Inc  formerly known as Chicago Consulting Partners, Ltd.  has built a strong reputation within our client community and amongst competit"|"united states"|"il"|"woodstock"||||"Chris Wojcik; "||"software internet and computer services"|"122845;120746;100294;"
"101945"|"datalogix.com"|"Datalogix"|||"Leverage the power of purchase based audience targeting to drive measurable online, mobile and offline sales.."|"On 1 23 15, Oracle completed the acquisition of Datalogix.Datalogix connects offline purchasing data to digital media to improve audience targeting and measure sales impact. Datalogix aggregates and provides insights on over  2 trillion in consumer spending to deliver purchase based targeting and drive more sales. Over 650 customers including the top US advertisers and digital media publishers use"|"United States"|"CO"|"Westminster"|"550"|"125000000"|"85000000"|"Eric Roza; "|"2002"|"software internet and computer services"|"101974;122661;707273;"
"101952"|"mediamath.com"|"MediaMath"||||"MediaMath  Reengineering Marketing for Transformative ResultsThis is marketing s big moment. After years of promising marketers transformative results and a more sophisticated approach to marketing in the digital age, technology has finally caught up, and the revolution is underway within the industry.In 2007, MediaMath introduced the first demand side platform  DSP , changing the way digital medi"|"united states"|"ma"|"burlington"|"476"|"353000000"|"207288700"|"Joe Zawadzki; "|"2007"|"software internet and computer services"|"115136;109499;107911;148165;2235951;490981;149501;481742;100287;1618025;104201;211839;197884;109513;"
"101955"|"cognitivematch.com"|"Cognitive Match"||"Get more return from your existing online spend   by making your advertising and site content relevant to your customers.   Dynamic Creative Optimization increases response and conversion by delivering relevance."|||"United States"|"NY"|"New York"|||"8500000"|"Alex Kelleher; "||"software internet and computer services"|"100332;102157;100328;"
"101972"|"brilig.com"|"Brilig"|||"Brilig is a cooperative data marketplace for digital display advertising targeting."||"united states"|"md"|"columbia"|||"1800000"|"Vincent  Grosso; "||"software internet and computer services"|"100266;101974;1302834;"
"101974"|"exelate.com"|"eXelate"|||"The era of smart data is here. Smart data from eXelate is accurate, actionable, and agile. http   exelate.com smartdata ."||"united states"|"new york"|"new york"|"100"|"35000000"|"31000000"|"Mark S. Zagorski; "|"2007"|"software internet and computer services"|"1377305;100266;139948;"
"101991"|"bizlibrary.com"|"BizLibrary"|"sales training;online employee training;employee training;employee training videos;training staff;management training;leadership training;performance management;learning management system;employee training and development;employee training programs;performance management system;learning management;lms;"||"BizLibrary has thousands of employee training courses on topics from leadership development to compliance. Our LMS is cloud based, mobile friendly, and available on demand.."||"united states"|"mo"|"chesterfield"|"59"|||"Dean Pichee; "|"1996"|"education"|"101112;153036;100391;"
"101996"|"enterprisemobile.com"|"Enterprise Mobile"|||"Enterprise Mobile transforms the way companies work. We help companies unlock productivity by planning, implementing and managing mobility environments.."|"A business unit of Honeywell International Inc., Enterprise Mobile is a leading managed mobility services  MMS  provider. We make it simple and affordable for companies to unlock productivity by capitalizing on advancements in wireless technology while keeping pace with the quickly evolving mobile marketplace. With global consulting resources and solutions that address every phase of the mobility "|"united states"|"washington"|"everett"|||||"2006"|"professional services"|"124532;"
"102004"|"b2m solutions.com"|"B2M Solutions"|||"B2M Solutions goal is to ensure that organisations with large mobile deployments are maximising their returns. Our mprodigy software offers TotalControl and complete visibility of enterprise mobility solutions."||"United Kingdom"|"oxfordshire"|"Abingdon"||||"Julie Purves; "|"06/2002"|"software internet and computer services"|
"102014"|"onsettechnology.com"|"Onset Technology"|||"OnPage is a cloud based, enterprise grade, SECURE Priority Messaging system used by IT professionals and Healthcare providers to elevate critical alerts.."|"Since 1997 Onset Technology is the leading provider of Prioritized Mobile Messaging Management solutions, enabling organizations to leverage their mobile deployment to ensure communication continuity and uninterrupted access to information at all times.METAmessage  Mobile Device management, InForm, Business Communication   Information Continuity are just few of the legacy solutions developed and d"|"united states"|"ma"|"waltham"|||"3000000"|"Judit Sharon; "||"real estate and construction"|"100315;122251;"
"102028"|"tapedition.com"|"TapEdition"|"Apple Newsstand Publishing;Digital Magazine Publishing;iPhone Publishing;Tablet Publishing;Kindle Fire Publishing;Android Publishing;Online Publishing;Digital Publishing;ipad Publishing;Digital Publishing Platform;"||"TapEdition   A unique digital publishing platform for Tablet, iPad, iPhone, Apple Newsstand   Kindle. Self publish digital editions to the web in a minute.."|"The TapEdition Digital Publishing Platform was created by a group of hardcore iOS and HTML5 developers who decided it was time for anyone to be able create iPad apps with digital publishing. When the iPad was released in 2010, our team was contracted to develop many magazine apps. During the development stages, we noticed almost all the apps we were developing had many things in common. We then de"|"united states"|"pa"|"chesterbrook"|"10"|"0"||||"software internet and computer services"|
"102036"|"woodwing.com"|"WoodWing"|"editorial;marketing;agency;workflow;digital;crossmedia;content;magazine;software;multi channel;tablet;book;DAM;digital asset management;publish;newspaper;"||"Want to know why so many customers chose WoodWing for their Digital Asset Management  DAM  and Multi Channel Publishing needs  Find out why ."|"Malay Mail implements WoodWing's publishing and digital asset management solutions The leading daily English language newspaper in Malaysia, selected WoodWing solutions to streamline their editorial and production processes and achieve a new level of efficiency and security. 10 June 2015Sky launches new digital asset management platform to create easy access to TV images The new SEAC, Sky Editoria"|"united states"|"fl"|"jacksonville"|"100"|"5000000"||"Roel-Jan Mouw; "|"2000"|"software internet and computer services"|"126424;101043;124219;"
"102038"|"automattic.com"|"Automattic"||||"We are a distributed company, democratizing publishing and development.We are the people behind WordPress.com, which serves more than 15.8 billion pages a month, as well as a host of other popular services, such as Akismet, Jetpack, and VaultPress.  We are strong believers in Open Source, and the vast majority of our work is available under licenses like the GPL.Our team members hail from nearly e"|"united states"|"ca"|"san francisco"|"214"|"54000000"|"190600000"|"Matt Mullenweg; "|"01/2005"|"software internet and computer services"|"114839;100912;120650;"
"102042"|"vtiger.com"|"Vtiger"|||"CRM Software to improve sales conversions, extend marketing reach, and build lasting customer relationships. The preferred CRM solution for over 10,000 ...."||"india"|"karnataka"|"bangalore"||||"Sreenivas Kanumuru; "|||
"102044"|"24sevenoffice.com"|"24SevenOffice"|" konomisystem;Timer;ERP system;Prosjektstyring;ERP;Regnskap;CRM;"||"Nordens f rste 100   webbaserte ERP system. Alt i ett komplett og ferdig integrert system med CRM,  konomi, Regnskap, Prosjekt og Timereg.."||"norway"|"oslo"|"oslo"|"10"|"10000000"||"Stian Rustad; "|||
"102052"|"averiware.com"|"Averiware"|"SaaS;Cloud;Averiware;Portal;HR;POS;Cloud ERP;Inventory;SaaS Accounting;SCM;Projects;DNN;Cloud Accounting;DotNetNuke;SaaS ERP;CRM;"||" Averiware is a SaaS   Cloud based ERP    Accounting for small and midsize businesses between 5 199 employees. Helps you manage your entire business.  ."||"united states"|"california"|"alta loma"||||"Emmanuel  Mathew; "||"software internet and computer services"|"122959;105900;122960;"
"102056"|"freecrm.com"|"Free CRM"|"free crm;crm download;crm web;crm software;crm cloud;"||" 1 Free CRM Software for customer relationship management, sales and support.."||"united states"|"california"|"san francisco"||||"Eric Stone; "||"software internet and computer services"|"107959;"
"102060"|"mailchimp.com"|"MailChimp"|||"MailChimp is the best way to design, send, and share email newsletters.."||"united states"|"ga"|"atlanta"|"187"|"18488000000"||"Ben Chestnut; "|"2001"|"software internet and computer services"|"2241943;103302;100172;169637;"
